STATE/UT,Year,CAUSE,Male,Female,Total
GUJARAT,2003,Total Bus,293,78,371
GUJARAT,2003,Total Tempo/Vans,273,61,334
GUJARAT,2003,Total Jeep,450,123,573
GUJARAT,2003,Total Car,255,91,346
GUJARAT,2004,Truck/Lorry (Government),9,1,10
GUJARAT,2004,Truck/Lorry (Private),943,110,1053
GUJARAT,2004,Bus (Government),109,30,139
GUJARAT,2004,Bus (Private),109,28,137
GUJARAT,2004,Tempo/Vans (Government),2,0,2
GUJARAT,2004,Tempo/Vans (Private),258,38,296
GUJARAT,2004,Jeep (Government),7,2,9
GUJARAT,2004,Jeep (Private),527,85,612
GUJARAT,2004,Car (Government),5,0,5
GUJARAT,2004,Car (Private),302,72,374
GUJARAT,2004,Three Wheeler,352,87,439
GUJARAT,2004,Two Wheeler,721,93,814
GUJARAT,2004,Bicycle,148,9,157
GUJARAT,2004,Pedestrian,473,106,579
GUJARAT,2004,Others (Please Specify),264,58,322
GUJARAT,2004,Total Deaths (Persons),4229,719,4948
GUJARAT,2004,Total Truck/Lorry,952,111,1063
GUJARAT,2004,Total Bus,218,58,276
GUJARAT,2004,Total Tempo/Vans,260,38,298
GUJARAT,2004,Total Jeep,534,87,621
GUJARAT,2004,Total Car,307,72,379
GUJARAT,2005,Truck/Lorry (Government),118,32,150
GUJARAT,2005,Truck/Lorry (Private),896,131,1027
GUJARAT,2005,Bus (Government),113,25,138
GUJARAT,2005,Bus (Private),170,40,210
GUJARAT,2005,Tempo/Vans (Government),10,47,57
GUJARAT,2005,Tempo/Vans (Private),312,60,372
GUJARAT,2005,Jeep (Government),29,7,36
GUJARAT,2005,Jeep (Private),474,104,578
GUJARAT,2005,Car (Government),17,6,23
GUJARAT,2005,Car (Private),299,54,353
GUJARAT,2005,Three Wheeler,347,97,444
GUJARAT,2005,Two Wheeler,778,123,901
GUJARAT,2005,Bicycle,125,8,133
GUJARAT,2005,Pedestrian,505,93,598
GUJARAT,2005,Others (Please Specify),211,33,244
GUJARAT,2005,Total Deaths (Persons),4404,860,5264
GUJARAT,2005,Total Truck/Lorry,1014,163,1177
GUJARAT,2005,Total Bus,283,65,348
GUJARAT,2005,Total Tempo/Vans,322,107,429
GUJARAT,2005,Total Jeep,503,111,614
GUJARAT,2005,Total Car,316,60,376
GUJARAT,2006,Truck/Lorry (Government),6,2,8
GUJARAT,2006,Truck/Lorry (Private),1088,165,1253
GUJARAT,2006,Bus (Government),105,35,140
GUJARAT,2006,Bus (Private),185,77,262
GUJARAT,2006,Tempo/Vans (Government),5,0,5
GUJARAT,2006,Tempo/Vans (Private),293,93,386
GUJARAT,2006,Jeep (Government),20,4,24
GUJARAT,2006,Jeep (Private),545,150,695
GUJARAT,2006,Car (Government),7,3,10
GUJARAT,2006,Car (Private),290,74,364
GUJARAT,2006,Three Wheeler,362,145,507
GUJARAT,2006,Two Wheeler,799,151,950
GUJARAT,2006,Bicycle,132,10,142
GUJARAT,2006,Pedestrian,393,103,496
GUJARAT,2006,Others (Please Specify),282,75,357
GUJARAT,2006,Total Deaths (Persons),4512,1087,5599
GUJARAT,2006,Total Truck/Lorry,1094,167,1261
GUJARAT,2006,Total Bus,290,112,402
GUJARAT,2006,Total Tempo/Vans,298,93,391
GUJARAT,2006,Total Jeep,565,154,719
GUJARAT,2006,Total Car,297,77,374
GUJARAT,2007,Truck/Lorry (Government),24,10,34
GUJARAT,2007,Truck/Lorry (Private),1272,237,1509
GUJARAT,2007,Bus (Government),102,29,131
GUJARAT,2007,Bus (Private),271,91,362
GUJARAT,2007,Tempo/Vans (Government),2,0,2
GUJARAT,2007,Tempo/Vans (Private),384,97,481
GUJARAT,2007,Jeep (Government),8,2,10
GUJARAT,2007,Jeep (Private),606,164,770
GUJARAT,2007,Car (Government),3,1,4
GUJARAT,2007,Car (Private),332,91,423
GUJARAT,2007,Three Wheeler,400,88,488
GUJARAT,2007,Two Wheeler,881,176,1057
GUJARAT,2007,Bicycle,150,4,154
GUJARAT,2007,Pedestrian,457,83,540
GUJARAT,2007,Others (Please Specify),280,48,328
GUJARAT,2007,Total Deaths (Persons),5172,1121,6293
GUJARAT,2007,Total Truck/Lorry,1296,247,1543
GUJARAT,2007,Total Bus,373,120,493
GUJARAT,2007,Total Tempo/Vans,386,97,483
GUJARAT,2007,Total Jeep,614,166,780
GUJARAT,2007,Total Car,335,92,427
GUJARAT,2008,Truck/Lorry (Government),32,3,35
GUJARAT,2008,Truck/Lorry (Private),1229,192,1421
GUJARAT,2008,Bus (Government),136,67,203
GUJARAT,2008,Bus (Private),236,52,288
GUJARAT,2008,Tempo/Vans (Government),1,0,1
GUJARAT,2008,Tempo/Vans (Private),366,69,435
GUJARAT,2008,Jeep (Government),3,1,4
GUJARAT,2008,Jeep (Private),655,141,796
GUJARAT,2008,Car (Government),4,1,5
GUJARAT,2008,Car (Private),364,107,471
GUJARAT,2008,Three Wheeler,391,106,497
GUJARAT,2008,Two Wheeler,947,155,1102
GUJARAT,2008,Bicycle,150,11,161
GUJARAT,2008,Pedestrian,545,95,640
GUJARAT,2008,Others (Please Specify),277,50,327
GUJARAT,2008,Total Deaths (Persons),5336,1050,6386
GUJARAT,2008,Total Truck/Lorry,1261,195,1456
GUJARAT,2008,Total Bus,372,119,491
GUJARAT,2008,Total Tempo/Vans,367,69,436
GUJARAT,2008,Total Jeep,658,142,800
GUJARAT,2008,Total Car,368,108,476
GUJARAT,2009,Truck/Lorry (Government),5,0,5
GUJARAT,2009,Truck/Lorry (Private),1202,177,1379
GUJARAT,2009,Bus (Government),76,25,101
GUJARAT,2009,Bus (Private),237,67,304
GUJARAT,2009,Tempo/Vans (Government),12,0,12
GUJARAT,2009,Tempo/Vans (Private),405,78,483
GUJARAT,2009,Jeep (Government),6,1,7
GUJARAT,2009,Jeep (Private),712,225,937
GUJARAT,2009,Car (Government),3,1,4
GUJARAT,2009,Car (Private),552,103,655
GUJARAT,2009,Three Wheeler,409,146,555
GUJARAT,2009,Two Wheeler,1069,191,1260
GUJARAT,2009,Bicycle,140,15,155
GUJARAT,2009,Pedestrian,528,99,627
GUJARAT,2009,Others (Please Specify),351,79,430
GUJARAT,2009,Total Deaths (Persons),5707,1207,6914
GUJARAT,2009,Total Truck/Lorry,1207,177,1384
GUJARAT,2009,Total Bus,313,92,405
GUJARAT,2009,Total Tempo/Vans,417,78,495
GUJARAT,2009,Total Jeep,718,226,944
GUJARAT,2009,Total Car,555,104,659
GUJARAT,2010,Truck/Lorry (Government),9,1,10
GUJARAT,2010,Truck/Lorry (Private),1291,177,1468
GUJARAT,2010,Bus (Government),90,14,104
GUJARAT,2010,Bus (Private),310,72,382
GUJARAT,2010,Tempo/Vans (Government),4,0,4
GUJARAT,2010,Tempo/Vans (Private),384,84,468
GUJARAT,2010,Jeep (Government),6,2,8
GUJARAT,2010,Jeep (Private),642,153,795
GUJARAT,2010,Car (Government),2,1,3
GUJARAT,2010,Car (Private),630,107,737
GUJARAT,2010,Three Wheeler,534,126,660
GUJARAT,2010,Two Wheeler,1197,206,1403
GUJARAT,2010,Bicycle,147,16,163
GUJARAT,2010,Pedestrian,594,97,691
GUJARAT,2010,Others (Please Specify),413,75,488
GUJARAT,2010,Total Deaths (Persons),6253,1131,7384
GUJARAT,2010,Total Truck/Lorry,1300,178,1478
GUJARAT,2010,Total Bus,400,86,486
GUJARAT,2010,Total Tempo/Vans,388,84,472
GUJARAT,2010,Total Jeep,648,155,803
GUJARAT,2010,Total Car,632,108,740
GUJARAT,2011,Truck/Lorry (Government),12,1,13
GUJARAT,2011,Truck/Lorry (Private),1484,213,1697
GUJARAT,2011,Bus (Government),142,30,172
GUJARAT,2011,Bus (Private),353,73,426
GUJARAT,2011,Tempo/Vans (Government),16,0,16
GUJARAT,2011,Tempo/Vans (Private),381,90,471
GUJARAT,2011,Jeep (Government),17,2,19
GUJARAT,2011,Jeep (Private),642,149,791
GUJARAT,2011,Car (Government),6,0,6
GUJARAT,2011,Car (Private),651,159,810
GUJARAT,2011,Three Wheeler,598,139,737
GUJARAT,2011,Two Wheeler,1228,239,1467
GUJARAT,2011,Bicycle,168,15,183
GUJARAT,2011,Pedestrian,512,113,625
GUJARAT,2011,Others (Please Specify),470,103,573
GUJARAT,2011,Total Deaths (Persons),6680,1326,8006
GUJARAT,2011,Total Truck/Lorry,1496,214,1710
GUJARAT,2011,Total Bus,495,103,598
GUJARAT,2011,Total Tempo/Vans,397,90,487
GUJARAT,2011,Total Jeep,659,151,810
GUJARAT,2011,Total Car,657,159,816
GUJARAT,2012,Truck/Lorry (Government),12,5,17
GUJARAT,2012,Truck/Lorry (Private),1409,231,1640
GUJARAT,2012,Bus (Government),79,21,100
GUJARAT,2012,Bus (Private),329,84,413
GUJARAT,2012,Tempo/Vans (Government),4,0,4
GUJARAT,2012,Tempo/Vans (Private),525,91,616
GUJARAT,2012,Jeep (Government),22,4,26
GUJARAT,2012,Jeep (Private),620,147,767
GUJARAT,2012,Car (Government),26,0,26
GUJARAT,2012,Car (Private),740,147,887
GUJARAT,2012,Three Wheeler,579,128,707
GUJARAT,2012,Two Wheeler,1351,200,1551
GUJARAT,2012,Bicycle,92,8,100
GUJARAT,2012,Pedestrian,410,83,493
GUJARAT,2012,Others (Please Specify),441,67,508
GUJARAT,2012,Total Deaths (Persons),6639,1216,7855
GUJARAT,2012,Total Truck/Lorry,1421,236,1657
GUJARAT,2012,Total Bus,408,105,513
GUJARAT,2012,Total Tempo/Vans,529,91,620
GUJARAT,2012,Total Jeep,642,151,793
GUJARAT,2012,Total Car,766,147,913
HARYANA,2001,Truck/Lorry (Government),5,0,5
HARYANA,2001,Truck/Lorry (Private),512,46,558
HARYANA,2001,Bus (Government),120,28,148
HARYANA,2001,Bus (Private),72,16,88
HARYANA,2001,Tempo/Vans (Government),22,3,25
HARYANA,2001,Tempo/Vans (Private),89,18,107
HARYANA,2001,Jeep (Government),32,3,35
HARYANA,2001,Jeep (Private),168,26,194
HARYANA,2001,Car (Government),2,2,4
HARYANA,2001,Car (Private),199,47,246
HARYANA,2001,Three Wheeler,86,28,114
HARYANA,2001,Two Wheeler,215,43,258
HARYANA,2001,Bicycle,145,22,167
HARYANA,2001,Pedestrian,270,9,279
HARYANA,2001,Others (Please Specify),288,52,340
HARYANA,2001,Total Deaths (Persons),2225,343,2568
HARYANA,2001,Total Truck/Lorry,517,46,563
HARYANA,2001,Total Bus,192,44,236
HARYANA,2001,Total Tempo/Vans,111,21,132
HARYANA,2001,Total Jeep,200,29,229
HARYANA,2001,Total Car,201,49,250
HARYANA,2002,Truck/Lorry (Government),5,0,5
HARYANA,2002,Truck/Lorry (Private),506,41,547
HARYANA,2002,Bus (Government),85,22,107
HARYANA,2002,Bus (Private),63,11,74
HARYANA,2002,Tempo/Vans (Government),3,1,4
HARYANA,2002,Tempo/Vans (Private),269,25,294
HARYANA,2002,Jeep (Government),2,2,4
HARYANA,2002,Jeep (Private),181,27,208
HARYANA,2002,Car (Government),1,0,1
HARYANA,2002,Car (Private),137,26,163
HARYANA,2002,Three Wheeler,75,24,99
HARYANA,2002,Two Wheeler,273,58,331
HARYANA,2002,Bicycle,50,8,58
HARYANA,2002,Pedestrian,191,46,237
HARYANA,2002,Others (Please Specify),261,41,302
HARYANA,2002,Total Deaths (Persons),2102,332,2434
HARYANA,2002,Total Truck/Lorry,511,41,552
HARYANA,2002,Total Bus,148,33,181
HARYANA,2002,Total Tempo/Vans,272,26,298
HARYANA,2002,Total Jeep,183,29,212
HARYANA,2002,Total Car,138,26,164
HARYANA,2003,Truck/Lorry (Government),355,5,360
HARYANA,2003,Truck/Lorry (Private),408,45,453
HARYANA,2003,Bus (Government),115,18,133
HARYANA,2003,Bus (Private),37,9,46
HARYANA,2003,Tempo/Vans (Government),2,0,2
HARYANA,2003,Tempo/Vans (Private),84,19,103
HARYANA,2003,Jeep (Government),1,1,2
HARYANA,2003,Jeep (Private),275,45,320
HARYANA,2003,Car (Government),0,0,0
HARYANA,2003,Car (Private),186,47,233
HARYANA,2003,Three Wheeler,101,20,121
HARYANA,2003,Two Wheeler,356,66,422
HARYANA,2003,Bicycle,87,10,97
HARYANA,2003,Pedestrian,255,34,289
HARYANA,2003,Others (Please Specify),301,31,332
HARYANA,2003,Total Deaths (Persons),2563,350,2913
HARYANA,2003,Total Truck/Lorry,763,50,813
HARYANA,2003,Total Bus,152,27,179
HARYANA,2003,Total Tempo/Vans,86,19,105
HARYANA,2003,Total Jeep,276,46,322
HARYANA,2003,Total Car,186,47,233
HARYANA,2004,Truck/Lorry (Government),15,0,15
HARYANA,2004,Truck/Lorry (Private),816,87,903
HARYANA,2004,Bus (Government),142,29,171
HARYANA,2004,Bus (Private),74,15,89
HARYANA,2004,Tempo/Vans (Government),12,1,13
HARYANA,2004,Tempo/Vans (Private),185,31,216
HARYANA,2004,Jeep (Government),1,0,1
HARYANA,2004,Jeep (Private),251,52,303
HARYANA,2004,Car (Government),4,0,4
HARYANA,2004,Car (Private),254,43,297
HARYANA,2004,Three Wheeler,93,18,111
HARYANA,2004,Two Wheeler,307,34,341
HARYANA,2004,Bicycle,64,9,73
HARYANA,2004,Pedestrian,254,42,296
HARYANA,2004,Others (Please Specify),392,28,420
HARYANA,2004,Total Deaths (Persons),2864,389,3253
HARYANA,2004,Total Truck/Lorry,831,87,918
HARYANA,2004,Total Bus,216,44,260
HARYANA,2004,Total Tempo/Vans,197,32,229
HARYANA,2004,Total Jeep,252,52,304
HARYANA,2004,Total Car,258,43,301
HARYANA,2005,Truck/Lorry (Government),138,4,142
HARYANA,2005,Truck/Lorry (Private),432,28,460
HARYANA,2005,Bus (Government),75,20,95
HARYANA,2005,Bus (Private),86,14,100
HARYANA,2005,Tempo/Vans (Government),15,3,18
HARYANA,2005,Tempo/Vans (Private),135,17,152
HARYANA,2005,Jeep (Government),2,1,3
HARYANA,2005,Jeep (Private),247,29,276
HARYANA,2005,Car (Government),8,1,9
HARYANA,2005,Car (Private),290,50,340
HARYANA,2005,Three Wheeler,110,23,133
HARYANA,2005,Two Wheeler,431,54,485
HARYANA,2005,Bicycle,74,4,78
HARYANA,2005,Pedestrian,244,56,300
HARYANA,2005,Others (Please Specify),619,72,691
HARYANA,2005,Total Deaths (Persons),2906,376,3282
HARYANA,2005,Total Truck/Lorry,570,32,602
HARYANA,2005,Total Bus,161,34,195
HARYANA,2005,Total Tempo/Vans,150,20,170
HARYANA,2005,Total Jeep,249,30,279
HARYANA,2005,Total Car,298,51,349
HARYANA,2006,Truck/Lorry (Government),67,4,71
HARYANA,2006,Truck/Lorry (Private),634,47,681
HARYANA,2006,Bus (Government),113,21,134
HARYANA,2006,Bus (Private),112,25,137
HARYANA,2006,Tempo/Vans (Government),7,5,12
HARYANA,2006,Tempo/Vans (Private),189,47,236
HARYANA,2006,Jeep (Government),8,1,9
HARYANA,2006,Jeep (Private),365,72,437
HARYANA,2006,Car (Government),17,0,17
HARYANA,2006,Car (Private),429,77,506
HARYANA,2006,Three Wheeler,237,46,283
HARYANA,2006,Two Wheeler,626,99,725
HARYANA,2006,Bicycle,174,25,199
HARYANA,2006,Pedestrian,323,27,350
HARYANA,2006,Others (Please Specify),551,72,623
HARYANA,2006,Total Deaths (Persons),3852,568,4420
HARYANA,2006,Total Truck/Lorry,701,51,752
HARYANA,2006,Total Bus,225,46,271
HARYANA,2006,Total Tempo/Vans,196,52,248
HARYANA,2006,Total Jeep,373,73,446
HARYANA,2006,Total Car,446,77,523
HARYANA,2007,Truck/Lorry (Government),22,2,24
HARYANA,2007,Truck/Lorry (Private),657,40,697
HARYANA,2007,Bus (Government),96,15,111
HARYANA,2007,Bus (Private),130,22,152
HARYANA,2007,Tempo/Vans (Government),6,2,8
HARYANA,2007,Tempo/Vans (Private),252,22,274
HARYANA,2007,Jeep (Government),15,3,18
HARYANA,2007,Jeep (Private),430,41,471
HARYANA,2007,Car (Government),15,6,21
HARYANA,2007,Car (Private),584,68,652
HARYANA,2007,Three Wheeler,230,36,266
HARYANA,2007,Two Wheeler,702,79,781
HARYANA,2007,Bicycle,95,4,99
HARYANA,2007,Pedestrian,356,56,412
HARYANA,2007,Others (Please Specify),349,41,390
HARYANA,2007,Total Deaths (Persons),3939,437,4376
HARYANA,2007,Total Truck/Lorry,679,42,721
HARYANA,2007,Total Bus,226,37,263
HARYANA,2007,Total Tempo/Vans,258,24,282
HARYANA,2007,Total Jeep,445,44,489
HARYANA,2007,Total Car,599,74,673
HARYANA,2008,Truck/Lorry (Government),0,0,0
HARYANA,2008,Truck/Lorry (Private),831,61,892
HARYANA,2008,Bus (Government),136,23,159
HARYANA,2008,Bus (Private),120,26,146
HARYANA,2008,Tempo/Vans (Government),0,0,0
HARYANA,2008,Tempo/Vans (Private),310,37,347
HARYANA,2008,Jeep (Government),4,3,7
HARYANA,2008,Jeep (Private),419,47,466
HARYANA,2008,Car (Government),0,0,0
HARYANA,2008,Car (Private),586,55,641
HARYANA,2008,Three Wheeler,256,38,294
HARYANA,2008,Two Wheeler,572,76,648
HARYANA,2008,Bicycle,119,5,124
HARYANA,2008,Pedestrian,421,40,461
HARYANA,2008,Others (Please Specify),440,55,495
HARYANA,2008,Total Deaths (Persons),4214,466,4680
HARYANA,2008,Total Truck/Lorry,831,61,892
HARYANA,2008,Total Bus,256,49,305
HARYANA,2008,Total Tempo/Vans,310,37,347
HARYANA,2008,Total Jeep,423,50,473
HARYANA,2008,Total Car,586,55,641
HARYANA,2009,Truck/Lorry (Government),32,6,38
HARYANA,2009,Truck/Lorry (Private),680,49,729
HARYANA,2009,Bus (Government),191,27,218
HARYANA,2009,Bus (Private),167,22,189
HARYANA,2009,Tempo/Vans (Government),84,7,91
HARYANA,2009,Tempo/Vans (Private),186,22,208
HARYANA,2009,Jeep (Government),6,0,6
HARYANA,2009,Jeep (Private),344,68,412
HARYANA,2009,Car (Government),0,0,0
HARYANA,2009,Car (Private),448,74,522
HARYANA,2009,Three Wheeler,208,44,252
HARYANA,2009,Two Wheeler,743,95,838
HARYANA,2009,Bicycle,109,4,113
HARYANA,2009,Pedestrian,569,90,659
HARYANA,2009,Others (Please Specify),542,49,591
HARYANA,2009,Total Deaths (Persons),4309,557,4866
HARYANA,2009,Total Truck/Lorry,712,55,767
HARYANA,2009,Total Bus,358,49,407
HARYANA,2009,Total Tempo/Vans,270,29,299
HARYANA,2009,Total Jeep,350,68,418
HARYANA,2009,Total Car,448,74,522
HARYANA,2010,Truck/Lorry (Government),38,0,38
HARYANA,2010,Truck/Lorry (Private),623,61,684
HARYANA,2010,Bus (Government),94,17,111
HARYANA,2010,Bus (Private),268,26,294
HARYANA,2010,Tempo/Vans (Government),4,0,4
HARYANA,2010,Tempo/Vans (Private),336,46,382
HARYANA,2010,Jeep (Government),2,0,2
HARYANA,2010,Jeep (Private),334,68,402
HARYANA,2010,Car (Government),20,2,22
HARYANA,2010,Car (Private),468,87,555
HARYANA,2010,Three Wheeler,169,37,206
HARYANA,2010,Two Wheeler,630,99,729
HARYANA,2010,Bicycle,109,11,120
HARYANA,2010,Pedestrian,534,70,604
HARYANA,2010,Others (Please Specify),722,131,853
HARYANA,2010,Total Deaths (Persons),4351,655,5006
HARYANA,2010,Total Truck/Lorry,661,61,722
HARYANA,2010,Total Bus,362,43,405
HARYANA,2010,Total Tempo/Vans,340,46,386
HARYANA,2010,Total Jeep,336,68,404
HARYANA,2010,Total Car,488,89,577
HARYANA,2011,Truck/Lorry (Government),42,2,44
HARYANA,2011,Truck/Lorry (Private),623,62,685
HARYANA,2011,Bus (Government),95,18,113
HARYANA,2011,Bus (Private),105,20,125
HARYANA,2011,Tempo/Vans (Government),2,0,2
HARYANA,2011,Tempo/Vans (Private),232,49,281
HARYANA,2011,Jeep (Government),4,1,5
HARYANA,2011,Jeep (Private),372,43,415
HARYANA,2011,Car (Government),18,1,19
HARYANA,2011,Car (Private),478,69,547
HARYANA,2011,Three Wheeler,156,24,180
HARYANA,2011,Two Wheeler,864,61,925
HARYANA,2011,Bicycle,95,1,96
HARYANA,2011,Pedestrian,662,36,698
HARYANA,2011,Others (Please Specify),517,29,546
HARYANA,2011,Total Deaths (Persons),4265,416,4681
HARYANA,2011,Total Truck/Lorry,665,64,729
HARYANA,2011,Total Bus,200,38,238
HARYANA,2011,Total Tempo/Vans,234,49,283
HARYANA,2011,Total Jeep,376,44,420
HARYANA,2011,Total Car,496,70,566
HARYANA,2012,Truck/Lorry (Government),4,0,4
HARYANA,2012,Truck/Lorry (Private),619,50,669
HARYANA,2012,Bus (Government),103,16,119
HARYANA,2012,Bus (Private),121,27,148
HARYANA,2012,Tempo/Vans (Government),0,0,0
HARYANA,2012,Tempo/Vans (Private),210,32,242
HARYANA,2012,Jeep (Government),4,1,5
HARYANA,2012,Jeep (Private),396,48,444
HARYANA,2012,Car (Government),0,1,1
HARYANA,2012,Car (Private),516,69,585
HARYANA,2012,Three Wheeler,239,46,285
HARYANA,2012,Two Wheeler,805,100,905
HARYANA,2012,Bicycle,100,0,100
HARYANA,2012,Pedestrian,556,46,602
HARYANA,2012,Others (Please Specify),460,29,489
HARYANA,2012,Total Deaths (Persons),4133,465,4598
HARYANA,2012,Total Truck/Lorry,623,50,673
HARYANA,2012,Total Bus,224,43,267
HARYANA,2012,Total Tempo/Vans,210,32,242
HARYANA,2012,Total Jeep,400,49,449
HARYANA,2012,Total Car,516,70,586
HIMACHAL PRADESH,2001,Truck/Lorry (Government),1,0,1
HIMACHAL PRADESH,2001,Truck/Lorry (Private),159,15,174
HIMACHAL PRADESH,2001,Bus (Government),55,7,62
HIMACHAL PRADESH,2001,Bus (Private),83,23,106
HIMACHAL PRADESH,2001,Tempo/Vans (Government),0,2,2
HIMACHAL PRADESH,2001,Tempo/Vans (Private),70,8,78
HIMACHAL PRADESH,2001,Jeep (Government),0,0,0
HIMACHAL PRADESH,2001,Jeep (Private),78,13,91
HIMACHAL PRADESH,2001,Car (Government),1,0,1
HIMACHAL PRADESH,2001,Car (Private),76,10,86
HIMACHAL PRADESH,2001,Three Wheeler,6,0,6
HIMACHAL PRADESH,2001,Two Wheeler,53,1,54
HIMACHAL PRADESH,2001,Bicycle,2,0,2
HIMACHAL PRADESH,2001,Pedestrian,29,10,39
HIMACHAL PRADESH,2001,Others (Please Specify),56,5,61
HIMACHAL PRADESH,2001,Total Deaths (Persons),669,94,763
HIMACHAL PRADESH,2001,Total Truck/Lorry,160,15,175
HIMACHAL PRADESH,2001,Total Bus,138,30,168
HIMACHAL PRADESH,2001,Total Tempo/Vans,70,10,80
HIMACHAL PRADESH,2001,Total Jeep,78,13,91
HIMACHAL PRADESH,2001,Total Car,77,10,87
HIMACHAL PRADESH,2002,Truck/Lorry (Government),5,0,5
HIMACHAL PRADESH,2002,Truck/Lorry (Private),160,10,170
HIMACHAL PRADESH,2002,Bus (Government),30,5,35
HIMACHAL PRADESH,2002,Bus (Private),122,50,172
HIMACHAL PRADESH,2002,Tempo/Vans (Government),2,0,2
HIMACHAL PRADESH,2002,Tempo/Vans (Private),65,7,72
HIMACHAL PRADESH,2002,Jeep (Government),0,1,1
HIMACHAL PRADESH,2002,Jeep (Private),82,5,87
HIMACHAL PRADESH,2002,Car (Government),0,0,0
HIMACHAL PRADESH,2002,Car (Private),83,12,95
HIMACHAL PRADESH,2002,Three Wheeler,7,1,8
HIMACHAL PRADESH,2002,Two Wheeler,69,7,76
HIMACHAL PRADESH,2002,Bicycle,4,0,4
HIMACHAL PRADESH,2002,Pedestrian,14,1,15
HIMACHAL PRADESH,2002,Others (Please Specify),92,4,96
HIMACHAL PRADESH,2002,Total Deaths (Persons),735,103,838
HIMACHAL PRADESH,2002,Total Truck/Lorry,165,10,175
HIMACHAL PRADESH,2002,Total Bus,152,55,207
HIMACHAL PRADESH,2002,Total Tempo/Vans,67,7,74
HIMACHAL PRADESH,2002,Total Jeep,82,6,88
HIMACHAL PRADESH,2002,Total Car,83,12,95
HIMACHAL PRADESH,2003,Truck/Lorry (Government),4,0,4
HIMACHAL PRADESH,2003,Truck/Lorry (Private),132,6,138
HIMACHAL PRADESH,2003,Bus (Government),68,9,77
HIMACHAL PRADESH,2003,Bus (Private),54,10,64
HIMACHAL PRADESH,2003,Tempo/Vans (Government),0,0,0
HIMACHAL PRADESH,2003,Tempo/Vans (Private),66,25,91
HIMACHAL PRADESH,2003,Jeep (Government),3,0,3
HIMACHAL PRADESH,2003,Jeep (Private),94,14,108
HIMACHAL PRADESH,2003,Car (Government),5,0,5
HIMACHAL PRADESH,2003,Car (Private),88,14,102
HIMACHAL PRADESH,2003,Three Wheeler,7,1,8
HIMACHAL PRADESH,2003,Two Wheeler,70,7,77
HIMACHAL PRADESH,2003,Bicycle,10,0,10
HIMACHAL PRADESH,2003,Pedestrian,41,9,50
HIMACHAL PRADESH,2003,Others (Please Specify),36,4,40
HIMACHAL PRADESH,2003,Total Deaths (Persons),678,99,777
HIMACHAL PRADESH,2003,Total Truck/Lorry,136,6,142
HIMACHAL PRADESH,2003,Total Bus,122,19,141
HIMACHAL PRADESH,2003,Total Tempo/Vans,66,25,91
HIMACHAL PRADESH,2003,Total Jeep,97,14,111
HIMACHAL PRADESH,2003,Total Car,93,14,107
HIMACHAL PRADESH,2004,Truck/Lorry (Government),14,0,14
HIMACHAL PRADESH,2004,Truck/Lorry (Private),132,7,139
HIMACHAL PRADESH,2004,Bus (Government),50,20,70
HIMACHAL PRADESH,2004,Bus (Private),111,41,152
HIMACHAL PRADESH,2004,Tempo/Vans (Government),0,1,1
HIMACHAL PRADESH,2004,Tempo/Vans (Private),94,14,108
HIMACHAL PRADESH,2004,Jeep (Government),0,0,0
HIMACHAL PRADESH,2004,Jeep (Private),96,14,110
HIMACHAL PRADESH,2004,Car (Government),0,0,0
HIMACHAL PRADESH,2004,Car (Private),138,20,158
HIMACHAL PRADESH,2004,Three Wheeler,9,0,9
HIMACHAL PRADESH,2004,Two Wheeler,84,6,90
HIMACHAL PRADESH,2004,Bicycle,4,0,4
HIMACHAL PRADESH,2004,Pedestrian,16,2,18
HIMACHAL PRADESH,2004,Others (Please Specify),55,6,61
HIMACHAL PRADESH,2004,Total Deaths (Persons),803,131,934
HIMACHAL PRADESH,2004,Total Truck/Lorry,146,7,153
HIMACHAL PRADESH,2004,Total Bus,161,61,222
HIMACHAL PRADESH,2004,Total Tempo/Vans,94,15,109
HIMACHAL PRADESH,2004,Total Jeep,96,14,110
HIMACHAL PRADESH,2004,Total Car,138,20,158
HIMACHAL PRADESH,2005,Truck/Lorry (Government),17,0,17
HIMACHAL PRADESH,2005,Truck/Lorry (Private),118,19,137
HIMACHAL PRADESH,2005,Bus (Government),22,5,27
HIMACHAL PRADESH,2005,Bus (Private),90,27,117
HIMACHAL PRADESH,2005,Tempo/Vans (Government),0,2,2
HIMACHAL PRADESH,2005,Tempo/Vans (Private),29,3,32
HIMACHAL PRADESH,2005,Jeep (Government),9,0,9
HIMACHAL PRADESH,2005,Jeep (Private),135,21,156
HIMACHAL PRADESH,2005,Car (Government),7,0,7
HIMACHAL PRADESH,2005,Car (Private),104,22,126
HIMACHAL PRADESH,2005,Three Wheeler,8,1,9
HIMACHAL PRADESH,2005,Two Wheeler,73,10,83
HIMACHAL PRADESH,2005,Bicycle,1,0,1
HIMACHAL PRADESH,2005,Pedestrian,21,3,24
HIMACHAL PRADESH,2005,Others (Please Specify),100,7,107
HIMACHAL PRADESH,2005,Total Deaths (Persons),734,120,854
HIMACHAL PRADESH,2005,Total Truck/Lorry,135,19,154
HIMACHAL PRADESH,2005,Total Bus,112,32,144
HIMACHAL PRADESH,2005,Total Tempo/Vans,29,5,34
HIMACHAL PRADESH,2005,Total Jeep,144,21,165
HIMACHAL PRADESH,2005,Total Car,111,22,133
