STATE/UT,Year,CAUSE,Male,Female,Total
D & N HAVELI,2010,Car (Private),1,1,2
D & N HAVELI,2010,Three Wheeler,2,0,2
D & N HAVELI,2010,Two Wheeler,31,3,34
D & N HAVELI,2010,Bicycle,2,0,2
D & N HAVELI,2010,Pedestrian,10,1,11
D & N HAVELI,2010,Others (Please Specify),6,1,7
D & N HAVELI,2010,Total Deaths (Persons),55,7,62
D & N HAVELI,2010,Total Truck/Lorry,1,0,1
D & N HAVELI,2010,Total Bus,0,1,1
D & N HAVELI,2010,Total Tempo/Vans,0,0,0
D & N HAVELI,2010,Total Jeep,2,0,2
D & N HAVELI,2010,Total Car,1,1,2
D & N HAVELI,2011,Truck/Lorry (Government),0,0,0
D & N HAVELI,2011,Truck/Lorry (Private),2,0,2
D & N HAVELI,2011,Bus (Government),0,0,0
D & N HAVELI,2011,Bus (Private),0,0,0
D & N HAVELI,2011,Tempo/Vans (Government),0,0,0
D & N HAVELI,2011,Tempo/Vans (Private),0,0,0
D & N HAVELI,2011,Jeep (Government),0,0,0
D & N HAVELI,2011,Jeep (Private),0,0,0
D & N HAVELI,2011,Car (Government),0,0,0
D & N HAVELI,2011,Car (Private),4,0,4
D & N HAVELI,2011,Three Wheeler,2,1,3
D & N HAVELI,2011,Two Wheeler,23,5,28
D & N HAVELI,2011,Bicycle,2,1,3
D & N HAVELI,2011,Pedestrian,14,2,16
D & N HAVELI,2011,Others (Please Specify),7,0,7
D & N HAVELI,2011,Total Deaths (Persons),54,9,63
D & N HAVELI,2011,Total Truck/Lorry,2,0,2
D & N HAVELI,2011,Total Bus,0,0,0
D & N HAVELI,2011,Total Tempo/Vans,0,0,0
D & N HAVELI,2011,Total Jeep,0,0,0
D & N HAVELI,2011,Total Car,4,0,4
D & N HAVELI,2012,Truck/Lorry (Government),0,0,0
D & N HAVELI,2012,Truck/Lorry (Private),7,2,9
D & N HAVELI,2012,Bus (Government),1,0,1
D & N HAVELI,2012,Bus (Private),0,2,2
D & N HAVELI,2012,Tempo/Vans (Government),0,1,1
D & N HAVELI,2012,Tempo/Vans (Private),6,1,7
D & N HAVELI,2012,Jeep (Government),0,0,0
D & N HAVELI,2012,Jeep (Private),0,0,0
D & N HAVELI,2012,Car (Government),0,0,0
D & N HAVELI,2012,Car (Private),5,1,6
D & N HAVELI,2012,Three Wheeler,0,0,0
D & N HAVELI,2012,Two Wheeler,15,2,17
D & N HAVELI,2012,Bicycle,0,0,0
D & N HAVELI,2012,Pedestrian,0,0,0
D & N HAVELI,2012,Others (Please Specify),9,1,10
D & N HAVELI,2012,Total Deaths (Persons),43,10,53
D & N HAVELI,2012,Total Truck/Lorry,7,2,9
D & N HAVELI,2012,Total Bus,1,2,3
D & N HAVELI,2012,Total Tempo/Vans,6,2,8
D & N HAVELI,2012,Total Jeep,0,0,0
D & N HAVELI,2012,Total Car,5,1,6
DAMAN & DIU,2001,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2001,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2001,Bus (Government),0,0,0
DAMAN & DIU,2001,Bus (Private),0,0,0
DAMAN & DIU,2001,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2001,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2001,Jeep (Government),0,0,0
DAMAN & DIU,2001,Jeep (Private),0,0,0
DAMAN & DIU,2001,Car (Government),0,0,0
DAMAN & DIU,2001,Car (Private),0,0,0
DAMAN & DIU,2001,Three Wheeler,1,0,1
DAMAN & DIU,2001,Two Wheeler,1,0,1
DAMAN & DIU,2001,Bicycle,3,0,3
DAMAN & DIU,2001,Pedestrian,2,0,2
DAMAN & DIU,2001,Others (Please Specify),1,0,1
DAMAN & DIU,2001,Total Deaths (Persons),8,0,8
DAMAN & DIU,2001,Total Truck/Lorry,0,0,0
DAMAN & DIU,2001,Total Bus,0,0,0
DAMAN & DIU,2001,Total Tempo/Vans,0,0,0
DAMAN & DIU,2001,Total Jeep,0,0,0
DAMAN & DIU,2001,Total Car,0,0,0
DAMAN & DIU,2002,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2002,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2002,Bus (Government),0,0,0
DAMAN & DIU,2002,Bus (Private),0,0,0
DAMAN & DIU,2002,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2002,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2002,Jeep (Government),0,0,0
DAMAN & DIU,2002,Jeep (Private),0,0,0
DAMAN & DIU,2002,Car (Government),0,1,1
DAMAN & DIU,2002,Car (Private),0,0,0
DAMAN & DIU,2002,Three Wheeler,0,0,0
DAMAN & DIU,2002,Two Wheeler,11,1,12
DAMAN & DIU,2002,Bicycle,1,0,1
DAMAN & DIU,2002,Pedestrian,4,0,4
DAMAN & DIU,2002,Others (Please Specify),0,0,0
DAMAN & DIU,2002,Total Deaths (Persons),16,2,18
DAMAN & DIU,2002,Total Truck/Lorry,0,0,0
DAMAN & DIU,2002,Total Bus,0,0,0
DAMAN & DIU,2002,Total Tempo/Vans,0,0,0
DAMAN & DIU,2002,Total Jeep,0,0,0
DAMAN & DIU,2002,Total Car,0,1,1
DAMAN & DIU,2003,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2003,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2003,Bus (Government),0,0,0
DAMAN & DIU,2003,Bus (Private),0,0,0
DAMAN & DIU,2003,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2003,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2003,Jeep (Government),1,0,1
DAMAN & DIU,2003,Jeep (Private),0,0,0
DAMAN & DIU,2003,Car (Government),0,0,0
DAMAN & DIU,2003,Car (Private),0,0,0
DAMAN & DIU,2003,Three Wheeler,0,1,1
DAMAN & DIU,2003,Two Wheeler,6,1,7
DAMAN & DIU,2003,Bicycle,4,0,4
DAMAN & DIU,2003,Pedestrian,4,2,6
DAMAN & DIU,2003,Others (Please Specify),0,0,0
DAMAN & DIU,2003,Total Deaths (Persons),15,4,19
DAMAN & DIU,2003,Total Truck/Lorry,0,0,0
DAMAN & DIU,2003,Total Bus,0,0,0
DAMAN & DIU,2003,Total Tempo/Vans,0,0,0
DAMAN & DIU,2003,Total Jeep,1,0,1
DAMAN & DIU,2003,Total Car,0,0,0
DAMAN & DIU,2004,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2004,Truck/Lorry (Private),6,0,6
DAMAN & DIU,2004,Bus (Government),0,0,0
DAMAN & DIU,2004,Bus (Private),0,0,0
DAMAN & DIU,2004,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2004,Tempo/Vans (Private),3,0,3
DAMAN & DIU,2004,Jeep (Government),0,0,0
DAMAN & DIU,2004,Jeep (Private),0,0,0
DAMAN & DIU,2004,Car (Government),0,0,0
DAMAN & DIU,2004,Car (Private),3,0,3
DAMAN & DIU,2004,Three Wheeler,2,1,3
DAMAN & DIU,2004,Two Wheeler,6,0,6
DAMAN & DIU,2004,Bicycle,0,0,0
DAMAN & DIU,2004,Pedestrian,0,1,1
DAMAN & DIU,2004,Others (Please Specify),2,0,2
DAMAN & DIU,2004,Total Deaths (Persons),22,2,24
DAMAN & DIU,2004,Total Truck/Lorry,6,0,6
DAMAN & DIU,2004,Total Bus,0,0,0
DAMAN & DIU,2004,Total Tempo/Vans,3,0,3
DAMAN & DIU,2004,Total Jeep,0,0,0
DAMAN & DIU,2004,Total Car,3,0,3
DAMAN & DIU,2005,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2005,Truck/Lorry (Private),2,0,2
DAMAN & DIU,2005,Bus (Government),0,0,0
DAMAN & DIU,2005,Bus (Private),0,0,0
DAMAN & DIU,2005,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2005,Tempo/Vans (Private),2,0,2
DAMAN & DIU,2005,Jeep (Government),0,0,0
DAMAN & DIU,2005,Jeep (Private),0,0,0
DAMAN & DIU,2005,Car (Government),0,0,0
DAMAN & DIU,2005,Car (Private),5,0,5
DAMAN & DIU,2005,Three Wheeler,0,0,0
DAMAN & DIU,2005,Two Wheeler,10,1,11
DAMAN & DIU,2005,Bicycle,0,0,0
DAMAN & DIU,2005,Pedestrian,1,1,2
DAMAN & DIU,2005,Others (Please Specify),2,0,2
DAMAN & DIU,2005,Total Deaths (Persons),22,2,24
DAMAN & DIU,2005,Total Truck/Lorry,2,0,2
DAMAN & DIU,2005,Total Bus,0,0,0
DAMAN & DIU,2005,Total Tempo/Vans,2,0,2
DAMAN & DIU,2005,Total Jeep,0,0,0
DAMAN & DIU,2005,Total Car,5,0,5
DAMAN & DIU,2006,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2006,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2006,Bus (Government),0,0,0
DAMAN & DIU,2006,Bus (Private),1,0,1
DAMAN & DIU,2006,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2006,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2006,Jeep (Government),0,0,0
DAMAN & DIU,2006,Jeep (Private),0,0,0
DAMAN & DIU,2006,Car (Government),0,0,0
DAMAN & DIU,2006,Car (Private),0,0,0
DAMAN & DIU,2006,Three Wheeler,2,0,2
DAMAN & DIU,2006,Two Wheeler,12,0,12
DAMAN & DIU,2006,Bicycle,5,0,5
DAMAN & DIU,2006,Pedestrian,6,0,6
DAMAN & DIU,2006,Others (Please Specify),0,1,1
DAMAN & DIU,2006,Total Deaths (Persons),26,1,27
DAMAN & DIU,2006,Total Truck/Lorry,0,0,0
DAMAN & DIU,2006,Total Bus,1,0,1
DAMAN & DIU,2006,Total Tempo/Vans,0,0,0
DAMAN & DIU,2006,Total Jeep,0,0,0
DAMAN & DIU,2006,Total Car,0,0,0
DAMAN & DIU,2007,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2007,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2007,Bus (Government),0,0,0
DAMAN & DIU,2007,Bus (Private),1,0,1
DAMAN & DIU,2007,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2007,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2007,Jeep (Government),0,0,0
DAMAN & DIU,2007,Jeep (Private),0,0,0
DAMAN & DIU,2007,Car (Government),0,0,0
DAMAN & DIU,2007,Car (Private),1,0,1
DAMAN & DIU,2007,Three Wheeler,1,1,2
DAMAN & DIU,2007,Two Wheeler,14,0,14
DAMAN & DIU,2007,Bicycle,1,0,1
DAMAN & DIU,2007,Pedestrian,7,2,9
DAMAN & DIU,2007,Others (Please Specify),1,0,1
DAMAN & DIU,2007,Total Deaths (Persons),26,3,29
DAMAN & DIU,2007,Total Truck/Lorry,0,0,0
DAMAN & DIU,2007,Total Bus,1,0,1
DAMAN & DIU,2007,Total Tempo/Vans,0,0,0
DAMAN & DIU,2007,Total Jeep,0,0,0
DAMAN & DIU,2007,Total Car,1,0,1
DAMAN & DIU,2008,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2008,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2008,Bus (Government),0,0,0
DAMAN & DIU,2008,Bus (Private),0,0,0
DAMAN & DIU,2008,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2008,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2008,Jeep (Government),0,0,0
DAMAN & DIU,2008,Jeep (Private),0,0,0
DAMAN & DIU,2008,Car (Government),0,0,0
DAMAN & DIU,2008,Car (Private),2,0,2
DAMAN & DIU,2008,Three Wheeler,2,0,2
DAMAN & DIU,2008,Two Wheeler,8,0,8
DAMAN & DIU,2008,Bicycle,6,0,6
DAMAN & DIU,2008,Pedestrian,0,0,0
DAMAN & DIU,2008,Others (Please Specify),3,0,3
DAMAN & DIU,2008,Total Deaths (Persons),21,0,21
DAMAN & DIU,2008,Total Truck/Lorry,0,0,0
DAMAN & DIU,2008,Total Bus,0,0,0
DAMAN & DIU,2008,Total Tempo/Vans,0,0,0
DAMAN & DIU,2008,Total Jeep,0,0,0
DAMAN & DIU,2008,Total Car,2,0,2
DAMAN & DIU,2009,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2009,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2009,Bus (Government),0,0,0
DAMAN & DIU,2009,Bus (Private),0,0,0
DAMAN & DIU,2009,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2009,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2009,Jeep (Government),0,0,0
DAMAN & DIU,2009,Jeep (Private),0,0,0
DAMAN & DIU,2009,Car (Government),1,0,1
DAMAN & DIU,2009,Car (Private),1,0,1
DAMAN & DIU,2009,Three Wheeler,0,0,0
DAMAN & DIU,2009,Two Wheeler,11,0,11
DAMAN & DIU,2009,Bicycle,0,0,0
DAMAN & DIU,2009,Pedestrian,0,0,0
DAMAN & DIU,2009,Others (Please Specify),0,0,0
DAMAN & DIU,2009,Total Deaths (Persons),13,0,13
DAMAN & DIU,2009,Total Truck/Lorry,0,0,0
DAMAN & DIU,2009,Total Bus,0,0,0
DAMAN & DIU,2009,Total Tempo/Vans,0,0,0
DAMAN & DIU,2009,Total Jeep,0,0,0
DAMAN & DIU,2009,Total Car,2,0,2
DAMAN & DIU,2010,Truck/Lorry (Government),1,0,1
DAMAN & DIU,2010,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2010,Bus (Government),0,0,0
DAMAN & DIU,2010,Bus (Private),0,0,0
DAMAN & DIU,2010,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2010,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2010,Jeep (Government),0,0,0
DAMAN & DIU,2010,Jeep (Private),0,0,0
DAMAN & DIU,2010,Car (Government),0,0,0
DAMAN & DIU,2010,Car (Private),0,0,0
DAMAN & DIU,2010,Three Wheeler,5,0,5
DAMAN & DIU,2010,Two Wheeler,9,2,11
DAMAN & DIU,2010,Bicycle,3,0,3
DAMAN & DIU,2010,Pedestrian,3,0,3
DAMAN & DIU,2010,Others (Please Specify),0,0,0
DAMAN & DIU,2010,Total Deaths (Persons),21,2,23
DAMAN & DIU,2010,Total Truck/Lorry,1,0,1
DAMAN & DIU,2010,Total Bus,0,0,0
DAMAN & DIU,2010,Total Tempo/Vans,0,0,0
DAMAN & DIU,2010,Total Jeep,0,0,0
DAMAN & DIU,2010,Total Car,0,0,0
DAMAN & DIU,2011,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2011,Truck/Lorry (Private),3,0,3
DAMAN & DIU,2011,Bus (Government),0,0,0
DAMAN & DIU,2011,Bus (Private),2,0,2
DAMAN & DIU,2011,Tempo/Vans (Government),1,0,1
DAMAN & DIU,2011,Tempo/Vans (Private),1,0,1
DAMAN & DIU,2011,Jeep (Government),1,0,1
DAMAN & DIU,2011,Jeep (Private),1,0,1
DAMAN & DIU,2011,Car (Government),1,0,1
DAMAN & DIU,2011,Car (Private),1,0,1
DAMAN & DIU,2011,Three Wheeler,1,0,1
DAMAN & DIU,2011,Two Wheeler,1,0,1
DAMAN & DIU,2011,Bicycle,0,0,0
DAMAN & DIU,2011,Pedestrian,4,1,5
DAMAN & DIU,2011,Others (Please Specify),3,0,3
DAMAN & DIU,2011,Total Deaths (Persons),20,1,21
DAMAN & DIU,2011,Total Truck/Lorry,3,0,3
DAMAN & DIU,2011,Total Bus,2,0,2
DAMAN & DIU,2011,Total Tempo/Vans,2,0,2
DAMAN & DIU,2011,Total Jeep,2,0,2
DAMAN & DIU,2011,Total Car,2,0,2
DAMAN & DIU,2012,Truck/Lorry (Government),0,0,0
DAMAN & DIU,2012,Truck/Lorry (Private),0,0,0
DAMAN & DIU,2012,Bus (Government),0,0,0
DAMAN & DIU,2012,Bus (Private),1,0,1
DAMAN & DIU,2012,Tempo/Vans (Government),0,0,0
DAMAN & DIU,2012,Tempo/Vans (Private),0,0,0
DAMAN & DIU,2012,Jeep (Government),0,0,0
DAMAN & DIU,2012,Jeep (Private),0,0,0
DAMAN & DIU,2012,Car (Government),0,0,0
DAMAN & DIU,2012,Car (Private),3,0,3
DAMAN & DIU,2012,Three Wheeler,0,0,0
DAMAN & DIU,2012,Two Wheeler,15,1,16
DAMAN & DIU,2012,Bicycle,1,0,1
DAMAN & DIU,2012,Pedestrian,7,0,7
DAMAN & DIU,2012,Others (Please Specify),1,0,1
DAMAN & DIU,2012,Total Deaths (Persons),28,1,29
DAMAN & DIU,2012,Total Truck/Lorry,0,0,0
DAMAN & DIU,2012,Total Bus,1,0,1
DAMAN & DIU,2012,Total Tempo/Vans,0,0,0
DAMAN & DIU,2012,Total Jeep,0,0,0
DAMAN & DIU,2012,Total Car,3,0,3
DELHI (UT),2001,Truck/Lorry (Government),13,2,15
DELHI (UT),2001,Truck/Lorry (Private),120,17,137
DELHI (UT),2001,Bus (Government),34,10,44
DELHI (UT),2001,Bus (Private),154,31,185
DELHI (UT),2001,Tempo/Vans (Government),5,1,6
DELHI (UT),2001,Tempo/Vans (Private),90,16,106
DELHI (UT),2001,Jeep (Government),0,0,0
DELHI (UT),2001,Jeep (Private),12,1,13
DELHI (UT),2001,Car (Government),1,0,1
DELHI (UT),2001,Car (Private),101,16,117
DELHI (UT),2001,Three Wheeler,57,7,64
DELHI (UT),2001,Two Wheeler,312,42,354
DELHI (UT),2001,Bicycle,142,5,147
DELHI (UT),2001,Pedestrian,490,67,557
DELHI (UT),2001,Others (Please Specify),135,19,154
DELHI (UT),2001,Total Deaths (Persons),1666,234,1900
DELHI (UT),2001,Total Truck/Lorry,133,19,152
DELHI (UT),2001,Total Bus,188,41,229
DELHI (UT),2001,Total Tempo/Vans,95,17,112
DELHI (UT),2001,Total Jeep,12,1,13
DELHI (UT),2001,Total Car,102,16,118
DELHI (UT),2002,Truck/Lorry (Government),8,0,8
DELHI (UT),2002,Truck/Lorry (Private),92,7,99
DELHI (UT),2002,Bus (Government),17,4,21
DELHI (UT),2002,Bus (Private),96,20,116
DELHI (UT),2002,Tempo/Vans (Government),2,0,2
DELHI (UT),2002,Tempo/Vans (Private),73,18,91
DELHI (UT),2002,Jeep (Government),2,1,3
DELHI (UT),2002,Jeep (Private),15,2,17
DELHI (UT),2002,Car (Government),2,0,2
DELHI (UT),2002,Car (Private),85,17,102
DELHI (UT),2002,Three Wheeler,68,7,75
DELHI (UT),2002,Two Wheeler,366,34,400
DELHI (UT),2002,Bicycle,147,6,153
DELHI (UT),2002,Pedestrian,524,71,595
DELHI (UT),2002,Others (Please Specify),79,5,84
DELHI (UT),2002,Total Deaths (Persons),1576,192,1768
DELHI (UT),2002,Total Truck/Lorry,100,7,107
DELHI (UT),2002,Total Bus,113,24,137
DELHI (UT),2002,Total Tempo/Vans,75,18,93
DELHI (UT),2002,Total Jeep,17,3,20
DELHI (UT),2002,Total Car,87,17,104
DELHI (UT),2003,Truck/Lorry (Government),16,2,18
DELHI (UT),2003,Truck/Lorry (Private),108,14,122
DELHI (UT),2003,Bus (Government),20,2,22
DELHI (UT),2003,Bus (Private),141,22,163
DELHI (UT),2003,Tempo/Vans (Government),3,0,3
DELHI (UT),2003,Tempo/Vans (Private),91,16,107
DELHI (UT),2003,Jeep (Government),1,0,1
DELHI (UT),2003,Jeep (Private),17,0,17
DELHI (UT),2003,Car (Government),1,0,1
DELHI (UT),2003,Car (Private),85,21,106
DELHI (UT),2003,Three Wheeler,50,2,52
DELHI (UT),2003,Two Wheeler,365,37,402
DELHI (UT),2003,Bicycle,154,12,166
DELHI (UT),2003,Pedestrian,434,56,490
DELHI (UT),2003,Others (Please Specify),225,21,246
DELHI (UT),2003,Total Deaths (Persons),1711,205,1916
DELHI (UT),2003,Total Truck/Lorry,124,16,140
DELHI (UT),2003,Total Bus,161,24,185
DELHI (UT),2003,Total Tempo/Vans,94,16,110
DELHI (UT),2003,Total Jeep,18,0,18
DELHI (UT),2003,Total Car,86,21,107
DELHI (UT),2004,Truck/Lorry (Government),4,1,5
DELHI (UT),2004,Truck/Lorry (Private),124,14,138
DELHI (UT),2004,Bus (Government),26,2,28
DELHI (UT),2004,Bus (Private),123,26,149
DELHI (UT),2004,Tempo/Vans (Government),1,0,1
DELHI (UT),2004,Tempo/Vans (Private),87,1,88
DELHI (UT),2004,Jeep (Government),2,0,2
DELHI (UT),2004,Jeep (Private),19,3,22
DELHI (UT),2004,Car (Government),10,1,11
DELHI (UT),2004,Car (Private),107,13,120
DELHI (UT),2004,Three Wheeler,86,7,93
DELHI (UT),2004,Two Wheeler,338,35,373
DELHI (UT),2004,Bicycle,132,3,135
DELHI (UT),2004,Pedestrian,547,92,639
DELHI (UT),2004,Others (Please Specify),140,17,157
DELHI (UT),2004,Total Deaths (Persons),1746,215,1961
DELHI (UT),2004,Total Truck/Lorry,128,15,143
DELHI (UT),2004,Total Bus,149,28,177
DELHI (UT),2004,Total Tempo/Vans,88,1,89
DELHI (UT),2004,Total Jeep,21,3,24
DELHI (UT),2004,Total Car,117,14,131
DELHI (UT),2005,Truck/Lorry (Government),2,3,5
DELHI (UT),2005,Truck/Lorry (Private),132,10,142
DELHI (UT),2005,Bus (Government),34,6,40
DELHI (UT),2005,Bus (Private),109,24,133
DELHI (UT),2005,Tempo/Vans (Government),7,1,8
DELHI (UT),2005,Tempo/Vans (Private),77,9,86
DELHI (UT),2005,Jeep (Government),0,0,0
DELHI (UT),2005,Jeep (Private),12,4,16
DELHI (UT),2005,Car (Government),0,0,0
DELHI (UT),2005,Car (Private),107,16,123
DELHI (UT),2005,Three Wheeler,71,13,84
DELHI (UT),2005,Two Wheeler,435,36,471
DELHI (UT),2005,Bicycle,116,4,120
DELHI (UT),2005,Pedestrian,407,78,485
DELHI (UT),2005,Others (Please Specify),292,18,310
DELHI (UT),2005,Total Deaths (Persons),1801,222,2023
DELHI (UT),2005,Total Truck/Lorry,134,13,147
DELHI (UT),2005,Total Bus,143,30,173
DELHI (UT),2005,Total Tempo/Vans,84,10,94
DELHI (UT),2005,Total Jeep,12,4,16
DELHI (UT),2005,Total Car,107,16,123
DELHI (UT),2006,Truck/Lorry (Government),6,1,7
DELHI (UT),2006,Truck/Lorry (Private),123,8,131
DELHI (UT),2006,Bus (Government),35,1,36
DELHI (UT),2006,Bus (Private),111,15,126
DELHI (UT),2006,Tempo/Vans (Government),0,0,0
DELHI (UT),2006,Tempo/Vans (Private),92,13,105
DELHI (UT),2006,Jeep (Government),2,0,2
DELHI (UT),2006,Jeep (Private),19,3,22
DELHI (UT),2006,Car (Government),0,0,0
DELHI (UT),2006,Car (Private),129,25,154
DELHI (UT),2006,Three Wheeler,68,8,76
DELHI (UT),2006,Two Wheeler,491,34,525
DELHI (UT),2006,Bicycle,91,1,92
DELHI (UT),2006,Pedestrian,618,74,692
DELHI (UT),2006,Others (Please Specify),185,14,199
DELHI (UT),2006,Total Deaths (Persons),1970,197,2167
DELHI (UT),2006,Total Truck/Lorry,129,9,138
DELHI (UT),2006,Total Bus,146,16,162
DELHI (UT),2006,Total Tempo/Vans,92,13,105
DELHI (UT),2006,Total Jeep,21,3,24
DELHI (UT),2006,Total Car,129,25,154
DELHI (UT),2007,Truck/Lorry (Government),2,1,3
DELHI (UT),2007,Truck/Lorry (Private),118,9,127
DELHI (UT),2007,Bus (Government),33,4,37
DELHI (UT),2007,Bus (Private),117,16,133
DELHI (UT),2007,Tempo/Vans (Government),3,1,4
DELHI (UT),2007,Tempo/Vans (Private),84,7,91
DELHI (UT),2007,Jeep (Government),3,1,4
DELHI (UT),2007,Jeep (Private),14,2,16
DELHI (UT),2007,Car (Government),4,1,5
DELHI (UT),2007,Car (Private),140,32,172
DELHI (UT),2007,Three Wheeler,63,8,71
DELHI (UT),2007,Two Wheeler,489,44,533
DELHI (UT),2007,Bicycle,106,2,108
DELHI (UT),2007,Pedestrian,504,59,563
DELHI (UT),2007,Others (Please Specify),241,14,255
DELHI (UT),2007,Total Deaths (Persons),1921,201,2122
DELHI (UT),2007,Total Truck/Lorry,120,10,130
DELHI (UT),2007,Total Bus,150,20,170
DELHI (UT),2007,Total Tempo/Vans,87,8,95
DELHI (UT),2007,Total Jeep,17,3,20
DELHI (UT),2007,Total Car,144,33,177
DELHI (UT),2008,Truck/Lorry (Government),3,0,3
DELHI (UT),2008,Truck/Lorry (Private),157,13,170
DELHI (UT),2008,Bus (Government),16,7,23
DELHI (UT),2008,Bus (Private),94,16,110
DELHI (UT),2008,Tempo/Vans (Government),1,0,1
DELHI (UT),2008,Tempo/Vans (Private),102,7,109
DELHI (UT),2008,Jeep (Government),0,0,0
DELHI (UT),2008,Jeep (Private),8,2,10
DELHI (UT),2008,Car (Government),1,2,3
DELHI (UT),2008,Car (Private),124,24,148
DELHI (UT),2008,Three Wheeler,74,5,79
DELHI (UT),2008,Two Wheeler,507,47,554
DELHI (UT),2008,Bicycle,68,1,69
DELHI (UT),2008,Pedestrian,517,72,589
DELHI (UT),2008,Others (Please Specify),212,18,230
DELHI (UT),2008,Total Deaths (Persons),1884,214,2098
DELHI (UT),2008,Total Truck/Lorry,160,13,173
DELHI (UT),2008,Total Bus,110,23,133
DELHI (UT),2008,Total Tempo/Vans,103,7,110
DELHI (UT),2008,Total Jeep,8,2,10
DELHI (UT),2008,Total Car,125,26,151
DELHI (UT),2009,Truck/Lorry (Government),9,1,10
DELHI (UT),2009,Truck/Lorry (Private),108,13,121
DELHI (UT),2009,Bus (Government),19,5,24
DELHI (UT),2009,Bus (Private),47,10,57
DELHI (UT),2009,Tempo/Vans (Government),2,0,2
DELHI (UT),2009,Tempo/Vans (Private),62,10,72
DELHI (UT),2009,Jeep (Government),0,0,0
DELHI (UT),2009,Jeep (Private),14,1,15
DELHI (UT),2009,Car (Government),1,1,2
DELHI (UT),2009,Car (Private),121,17,138
DELHI (UT),2009,Three Wheeler,55,5,60
DELHI (UT),2009,Two Wheeler,662,51,713
DELHI (UT),2009,Bicycle,140,6,146
DELHI (UT),2009,Pedestrian,442,58,500
DELHI (UT),2009,Others (Please Specify),158,9,167
DELHI (UT),2009,Total Deaths (Persons),1840,187,2027
DELHI (UT),2009,Total Truck/Lorry,117,14,131
DELHI (UT),2009,Total Bus,66,15,81
DELHI (UT),2009,Total Tempo/Vans,64,10,74
DELHI (UT),2009,Total Jeep,14,1,15
DELHI (UT),2009,Total Car,122,18,140
DELHI (UT),2010,Truck/Lorry (Government),3,1,4
DELHI (UT),2010,Truck/Lorry (Private),131,14,145
DELHI (UT),2010,Bus (Government),20,5,25
DELHI (UT),2010,Bus (Private),66,7,73
DELHI (UT),2010,Tempo/Vans (Government),3,0,3
DELHI (UT),2010,Tempo/Vans (Private),85,8,93
DELHI (UT),2010,Jeep (Government),2,0,2
DELHI (UT),2010,Jeep (Private),16,1,17
DELHI (UT),2010,Car (Government),1,3,4
DELHI (UT),2010,Car (Private),193,21,214
DELHI (UT),2010,Three Wheeler,77,10,87
DELHI (UT),2010,Two Wheeler,611,53,664
DELHI (UT),2010,Bicycle,95,10,105
DELHI (UT),2010,Pedestrian,481,53,534
DELHI (UT),2010,Others (Please Specify),180,20,200
DELHI (UT),2010,Total Deaths (Persons),1964,206,2170
DELHI (UT),2010,Total Truck/Lorry,134,15,149
DELHI (UT),2010,Total Bus,86,12,98
DELHI (UT),2010,Total Tempo/Vans,88,8,96
DELHI (UT),2010,Total Jeep,18,1,19
DELHI (UT),2010,Total Car,194,24,218
DELHI (UT),2011,Truck/Lorry (Government),9,2,11
DELHI (UT),2011,Truck/Lorry (Private),117,13,130
DELHI (UT),2011,Bus (Government),37,11,48
DELHI (UT),2011,Bus (Private),37,7,44
DELHI (UT),2011,Tempo/Vans (Government),3,0,3
DELHI (UT),2011,Tempo/Vans (Private),79,7,86
DELHI (UT),2011,Jeep (Government),0,0,0
DELHI (UT),2011,Jeep (Private),17,2,19
